storeAverage,storeDayAverage,storeMonthCustomers,Promo,Open,SchoolHoliday,StateHoliday,Year,Month,Day,Assortment,StoreType,CompetitionDistance,CompetitionOpenDays,Promo2,OpenedDays,nextCloseDay,Sales
7748.60834671,7187.13333333,654.24,1,1,0,0,2015,9,16,1,4,8530,930.0,0,3.0,2.0,0.0
5730.6581306,5370.37878788,544.705882353,1,1,0,0,2015,9,16,3,4,17110,3607.0,0,3.0,2.0,0.0
7252.59820282,6910.37121212,799.960784314,1,1,0,0,2015,9,16,3,1,2970,3852.0,0,3.0,2.0,0.0
7768.1318822,7100.73484848,542.803921569,1,1,0,0,2015,9,16,3,4,5340,1295.0,0,3.0,2.0,0.0
6210.21829856,6196.96190476,580.08,1,1,0,0,2015,9,16,1,1,1160,3668.0,0,3.0,2.0,0.0
3996.83440514,4109.67619048,415.32,1,1,0,0,2015,9,16,1,1,3720,3821.0,0,3.0,2.0,0.0
5819.24646983,5464.15909091,767.823529412,1,1,0,0,2015,9,16,3,1,100,534.0,0,3.0,2.0,0.0
7517.14800515,7797.42424242,704.137254902,1,1,0,0,2015,9,16,1,1,12540,0.0,0,3.0,2.0,0.0
7218.92819843,6792.06153846,643.509803922,1,1,0,0,2015,9,16,1,4,980,443.0,0,3.0,2.0,0.0
5009.44159178,4847.82575758,536.450980392,1,1,0,0,2015,9,16,1,1,1070,139.0,0,3.0,2.0,0.0
8429.14762516,8099.17424242,838.058823529,1,1,0,0,2015,9,16,1,1,2640,0.0,0,3.0,2.0,0.0
6981.67202572,6712.22857143,780.56,1,1,0,0,2015,9,16,1,1,110,0.0,0,3.0,2.0,0.0
5936.54019293,5686.72380952,440.8,1,1,0,0,2015,9,16,1,1,13090,0.0,0,3.0,2.0,0.0
5784.54846939,5463.98484848,683.0,1,1,0,0,2015,9,16,1,3,4130,0.0,0,3.0,2.0,0.0
5278.17715019,5287.28787879,611.470588235,1,1,0,0,2015,9,16,1,1,3770,0.0,0,3.0,2.0,0.0
7295.27471117,6900.59848485,918.490196078,1,1,0,0,2015,9,16,3,1,480,0.0,0,3.0,2.0,0.0
7220.06122449,6899.58333333,824.666666667,1,1,0,0,2015,9,16,1,4,5800,1842.0,0,3.0,2.0,0.0
6382.69823435,6521.44761905,648.56,1,1,0,0,2015,9,16,1,1,12610,930.0,0,3.0,2.0,0.0
5304.65428937,4919.82575758,408.784313725,1,1,0,0,2015,9,16,3,4,1390,0.0,1,3.0,2.0,0.0
4821.33551555,4884.55339806,651.24,1,1,0,0,2015,9,16,1,1,9670,0.0,0,3.0,2.0,0.0
6594.2972973,6386.84090909,588.705882353,1,1,0,0,2015,9,16,3,4,3560,0.0,0,3.0,2.0,0.0
3783.8392283,3563.6,349.76,1,1,0,0,2015,9,16,1,1,290,1447.0,0,3.0,2.0,0.0
6279.73341837,5777.40909091,763.31372549,1,1,0,0,2015,9,16,3,1,19360,0.0,0,3.0,2.0,0.0
4986.95250321,4743.93181818,404.823529412,1,1,0,0,2015,9,16,1,4,850,0.0,0,3.0,2.0,0.0
8762.92939666,8605.65151515,808.784313725,1,1,0,0,2015,9,16,1,4,5760,443.0,0,3.0,2.0,0.0
7198.95498392,7095.27619048,609.08,1,1,0,0,2015,9,16,1,1,1470,3212.0,0,3.0,2.0,0.0
6838.93729904,6383.52380952,736.84,1,1,0,0,2015,9,16,1,1,1100,777.0,0,3.0,2.0,0.0
9016.83440514,7988.32380952,545.68,1,1,0,0,2015,9,16,3,4,2770,2756.0,0,3.0,2.0,0.0
5362.03603604,5934.18181818,745.196078431,1,1,0,0,2015,9,16,1,1,520,0.0,0,3.0,2.0,0.0
4829.49292149,4697.47727273,421.450980392,1,1,0,0,2015,9,16,3,4,16970,0.0,0,3.0,2.0,0.0
10713.1797176,10257.0757576,1268.68627451,1,1,0,0,2015,9,16,3,1,220,0.0,0,3.0,2.0,0.0
6846.66836735,6971.34090909,788.745098039,1,1,0,0,2015,9,16,1,3,4210,200.0,0,3.0,2.0,0.0
7955.6970475,7428.00757576,594.509803922,1,1,0,0,2015,9,16,3,4,6360,1751.0,1,3.0,2.0,0.0
7729.54428755,7581.25,930.254901961,1,1,0,0,2015,9,16,1,1,1650,5464.0,0,3.0,2.0,0.0
5249.35173299,4715.81818182,417.215686275,1,1,0,0,2015,9,16,1,4,20260,0.0,1,3.0,2.0,0.0
6065.79769526,5633.25757576,493.862745098,1,1,0,0,2015,9,16,3,4,5140,1965.0,0,3.0,2.0,0.0
5486.24758842,5399.65714286,504.96,1,1,0,0,2015,9,16,1,1,5630,4673.0,0,3.0,2.0,0.0
7157.55198973,6953.18939394,799.098039216,1,1,0,0,2015,9,16,3,1,380,0.0,0,3.0,2.0,0.0
11184.2066327,11245.9242424,1264.8627451,1,1,0,0,2015,9,16,1,1,6870,0.0,0,3.0,2.0,0.0
5587.78231293,5685.18181818,558.45,1,1,0,0,2015,9,16,3,1,11680,1477.0,0,138.0,2.0,0.0
3193.98459564,3085.15909091,307.666666667,1,1,0,0,2015,9,16,1,4,970,5799.0,0,3.0,2.0,0.0
4775.65688776,5252.18939394,453.078431373,1,1,0,0,2015,9,16,3,1,15050,2572.0,0,3.0,2.0,0.0
8131.04107831,7883.6969697,655.039215686,1,1,0,0,2015,9,16,3,4,4030,565.0,0,3.0,2.0,0.0
9331.87548139,8559.66666667,684.803921569,1,1,0,0,2015,9,16,1,4,8650,808.0,0,3.0,2.0,0.0
6313.49275362,5996.87619048,442.44,1,1,0,0,2015,9,16,1,4,150,0.0,0,3.0,2.0,0.0
7226.7757732,6853.66666667,866.176470588,1,1,0,0,2015,9,16,1,3,190,0.0,0,3.0,2.0,0.0
4700.8877551,4578.68939394,620.196078431,1,1,0,0,2015,9,16,1,3,3150,0.0,0,3.0,2.0,0.0
5018.57717042,5355.63809524,686.44,1,1,0,0,2015,9,16,3,1,640,0.0,1,3.0,2.0,0.0
3133.71245186,3224.72727273,410.156862745,1,1,0,0,2015,9,16,1,1,1640,958.0,0,3.0,2.0,0.0
4906.43298969,4842.43939394,621.705882353,1,1,0,0,2015,9,16,1,1,1000,2572.0,0,3.0,2.0,0.0
5821.8380102,5503.32575758,534.411764706,1,1,0,0,2015,9,16,3,4,13530,746.0,0,3.0,2.0,0.0
6629.74903475,6274.28787879,461.019607843,1,1,0,0,2015,9,16,3,4,7930,0.0,0,3.0,2.0,0.0
7257.29065301,7147.35606061,674.352941176,1,1,0,0,2015,9,16,1,1,450,0.0,0,3.0,2.0,0.0
6020.44791667,6029.76153846,584.523809524,1,1,0,0,2015,9,16,1,1,2370,0.0,0,3.0,2.0,0.0
7946.13992298,7541.93939394,566.823529412,1,1,0,0,2015,9,16,3,4,10800,0.0,0,3.0,2.0,0.0
8645.36328626,8179.87878788,720.431372549,1,1,0,0,2015,9,16,3,4,17410,3091.0,0,3.0,2.0,0.0
7561.64030612,7244.63636364,914.294117647,1,1,0,0,2015,9,16,3,4,6680,746.0,0,3.0,2.0,0.0
4770.27974277,4525.19047619,367.04,1,1,0,0,2015,9,16,3,4,3840,2542.0,0,3.0,2.0,0.0
9431.08962868,9235.24242424,988.235294118,1,1,0,0,2015,9,16,1,1,1890,0.0,0,3.0,2.0,0.0
11072.3157895,10608.1363636,984.901960784,1,1,0,0,2015,9,16,1,4,4370,0.0,0,3.0,2.0,0.0
5935.44814341,5765.75757576,493.098039216,1,1,0,0,2015,9,16,1,1,5710,1295.0,0,3.0,2.0,0.0
7661.71801567,7514.17692308,1082.39215686,1,1,0,0,2015,9,16,1,1,320,0.0,0,3.0,2.0,0.0
5071.21052632,4595.25757576,476.117647059,1,1,0,0,2015,9,16,3,4,610,0.0,0,3.0,2.0,0.0
6583.22721438,6240.83333333,698.392156863,1,1,0,0,2015,9,16,3,4,780,0.0,0,3.0,2.0,0.0
4093.09475032,3697.9469697,353.058823529,1,1,0,0,2015,9,16,1,4,6880,5129.0,0,3.0,2.0,0.0
7074.070626,7111.02857143,905.08,1,1,0,0,2015,9,16,1,1,310,0.0,0,3.0,2.0,0.0
5271.09884467,4976.73484848,522.68627451,1,1,0,0,2015,9,16,1,4,710,1295.0,0,3.0,2.0,0.0
8897.66325224,8613.43181818,1011.47058824,1,1,0,0,2015,9,16,3,1,1310,0.0,0,3.0,2.0,0.0
7081.05484694,6850.31818182,910.156862745,1,1,0,0,2015,9,16,1,3,4660,899.0,0,3.0,2.0,0.0
8576.7106274,8069.78787879,657.431372549,1,1,0,0,2015,9,16,3,4,70,1781.0,0,3.0,2.0,0.0
8362.17091837,8089.25757576,1088.76470588,1,1,0,0,2015,9,16,3,1,340,1111.0,0,3.0,2.0,0.0
5285.82397959,4971.20454545,526.31372549,1,1,0,0,2015,9,16,3,4,18010,381.0,0,3.0,2.0,0.0
8470.62355954,8056.75757576,618.352941176,1,1,0,0,2015,9,16,1,4,3520,0.0,0,3.0,2.0,0.0
19123.0680359,18399.9469697,2321.50980392,1,1,0,0,2015,9,16,3,1,340,0.0,0,3.0,2.0,0.0
10615.5121951,10298.1590909,754.019607843,1,1,0,0,2015,9,16,3,4,22330,0.0,0,3.0,2.0,0.0
5746.72400513,5589.8030303,677.156862745,1,1,0,0,2015,9,16,3,1,250,0.0,0,3.0,2.0,0.0
3005.98331194,2728.48484848,243.941176471,1,1,0,0,2015,9,16,1,4,330,2756.0,1,3.0,2.0,0.0
6271.1309371,5942.33333333,608.058823529,1,1,0,0,2015,9,16,3,3,4630,1661.0,0,3.0,2.0,0.0
9832.87886598,9191.75757576,1257.47058824,1,1,0,0,2015,9,16,3,1,80,3668.0,1,3.0,2.0,0.0
5642.09646302,5422.84761905,489.08,1,1,0,0,2015,9,16,1,1,27190,1904.0,0,3.0,2.0,0.0
11643.638412,11218.9548872,2361.93333333,1,1,0,0,2015,9,16,2,2,210,0.0,0,952.0,2.0,0.0
20718.5159236,18716.3259259,3298.25,1,1,0,0,2015,9,16,1,2,1180,869.0,0,989.0,2.0,0.0
3707.51607717,3360.48571429,334.48,1,1,0,0,2015,9,16,3,1,1140,869.0,0,3.0,2.0,0.0
4954.82926829,5045.57575758,470.980392157,1,1,0,0,2015,9,16,1,1,4580,0.0,0,3.0,2.0,0.0
9289.16071429,8074.34090909,1013.88235294,1,1,0,0,2015,9,16,1,3,2460,1355.0,0,3.0,2.0,0.0
4881.17346939,5292.52272727,592.431372549,1,1,0,0,2015,9,16,1,1,4520,593.0,0,3.0,2.0,0.0
9346.70603338,9105.51515152,1202.70588235,1,1,0,0,2015,9,16,3,1,60,108.0,0,3.0,2.0,0.0
6237.31498079,6200.86363636,620.294117647,1,1,0,0,2015,9,16,1,1,16180,4461.0,0,3.0,2.0,0.0
7059.64826701,6785.51515152,706.137254902,1,1,0,0,2015,9,16,3,1,8480,0.0,0,3.0,2.0,0.0
4070.82832618,3424.35074627,974.683333333,1,1,0,0,2015,9,16,2,2,3640,0.0,0,4.0,2.0,0.0
7443.84244373,7110.13333333,740.04,1,1,0,0,2015,9,16,1,4,300,504.0,0,3.0,2.0,0.0
6444.5192926,6338.59047619,530.44,1,1,0,0,2015,9,16,3,4,7840,0.0,0,3.0,2.0,0.0
7142.16709184,7145.34090909,776.960784314,1,1,0,0,2015,9,16,3,1,9260,2054.0,0,3.0,2.0,0.0
8881.08988764,8065.73333333,608.76,1,1,0,0,2015,9,16,3,4,2320,0.0,0,3.0,2.0,0.0
6267.48906049,5877.46969697,514.254901961,1,1,0,0,2015,9,16,3,4,18640,746.0,1,3.0,2.0,0.0
5860.61734694,5412.3030303,527.215686275,1,1,0,0,2015,9,16,3,4,6970,1477.0,0,3.0,2.0,0.0
7114.15916399,6722.22857143,686.8,1,1,0,0,2015,9,16,1,1,2260,0.0,0,3.0,2.0,0.0
5413.25080386,5140.95238095,415.56,1,1,0,0,2015,9,16,1,4,1290,0.0,0,3.0,2.0,0.0
5154.92445583,4756.35606061,455.078431373,1,1,0,0,2015,9,16,1,1,2410,0.0,0,3.0,2.0,0.0
8152.40032154,7523.6952381,792.36,1,1,0,0,2015,9,16,1,3,2740,2330.0,0,3.0,2.0,0.0
5625.73311897,5300.59047619,408.68,1,1,0,0,2015,9,16,1,4,800,0.0,1,3.0,2.0,0.0
6321.22791293,5891.08333333,524.745098039,1,1,0,0,2015,9,16,1,4,6540,2847.0,0,3.0,2.0,0.0
7014.15789474,7054.09848485,666.333333333,1,1,0,0,2015,9,16,1,1,4150,5252.0,0,3.0,2.0,0.0
5770.28040973,5738.17424242,716.058823529,1,1,0,0,2015,9,16,1,1,3150,3791.0,0,3.0,2.0,0.0
5285.43114543,5365.59848485,688.764705882,1,1,0,0,2015,9,16,1,1,210,5433.0,1,3.0,2.0,0.0
6963.4609475,6921.46969697,756.333333333,1,1,0,0,2015,9,16,1,1,9580,3061.0,0,3.0,2.0,0.0
6992.07078507,6941.98484848,676.705882353,1,1,0,0,2015,9,16,1,1,2300,1842.0,0,3.0,2.0,0.0
8398.61736334,7802.5047619,659.0,1,1,0,0,2015,9,16,1,4,19840,2269.0,0,3.0,2.0,0.0
6235.30612245,6000.89393939,725.4,1,1,0,0,2015,9,16,3,4,38630,1111.0,0,138.0,2.0,0.0
7077.59590793,6417.96212121,863.098039216,1,1,0,0,2015,9,16,3,1,120,2360.0,0,3.0,2.0,0.0
5538.44132653,5524.97727273,603.078431373,1,1,0,0,2015,9,16,3,1,4510,200.0,0,3.0,2.0,0.0
3742.28425096,3431.26515152,303.862745098,1,1,0,0,2015,9,16,3,4,2190,2847.0,1,3.0,2.0,0.0
6180.08604954,6429.17692308,642.725490196,1,1,0,0,2015,9,16,1,1,15430,1050.0,0,3.0,2.0,0.0
7067.70280612,6909.93939394,1042.35294118,1,1,0,0,2015,9,16,1,1,1950,78.0,0,3.0,2.0,0.0
5347.3418694,4908.4469697,500.921568627,1,1,0,0,2015,9,16,3,3,2470,3880.0,1,3.0,2.0,0.0
4368.86655949,4398.83809524,450.08,1,1,0,0,2015,9,16,1,1,5100,3091.0,0,3.0,2.0,0.0
9353.16276042,9102.71538462,914.509803922,1,1,0,0,2015,9,16,1,1,1070,3212.0,0,3.0,2.0,0.0
6971.31964056,6832.68181818,577.156862745,1,1,0,0,2015,9,16,1,4,8740,0.0,0,3.0,2.0,0.0
8236.36343367,8876.59090909,663.95,1,1,0,0,2015,9,16,3,1,2290,0.0,1,138.0,2.0,0.0
6638.58770807,6703.11363636,788.941176471,1,1,0,0,2015,9,16,3,1,680,3730.0,0,3.0,2.0,0.0
5568.1574904,5238.78030303,515.156862745,1,1,0,0,2015,9,16,1,4,11300,1295.0,0,3.0,2.0,0.0
5137.71501926,5039.99242424,548.705882353,1,1,0,0,2015,9,16,1,1,3560,5099.0,0,3.0,2.0,0.0
4252.41071429,4295.65151515,439.058823529,1,1,0,0,2015,9,16,3,1,38710,899.0,0,3.0,2.0,0.0
9855.62516046,9054.10606061,873.705882353,1,1,0,0,2015,9,16,1,4,9000,5160.0,0,3.0,2.0,0.0
5379.48553055,4894.28571429,544.4,1,1,0,0,2015,9,16,1,4,3140,808.0,0,3.0,2.0,0.0
7787.07653061,7681.63636364,812.156862745,1,1,0,0,2015,9,16,3,1,570,1111.0,1,3.0,2.0,0.0
14834.4617347,14076.4469697,1997.31372549,1,1,0,0,2015,9,16,3,1,210,1111.0,0,3.0,2.0,0.0
7365.35943517,6945.62121212,597.392156863,1,1,0,0,2015,9,16,3,4,8400,1264.0,0,3.0,2.0,0.0
6484.64569961,6140.56060606,683.039215686,1,1,0,0,2015,9,16,3,1,350,1661.0,0,3.0,2.0,0.0
5008.90372272,4452.57575758,391.450980392,1,1,0,0,2015,9,16,1,4,10070,139.0,0,3.0,2.0,0.0
4432.02952503,4605.64393939,511.882352941,1,1,0,0,2015,9,16,1,1,3130,4826.0,0,3.0,2.0,0.0
6912.71630295,6836.46212121,591.666666667,1,1,0,0,2015,9,16,1,1,1310,9239.0,1,3.0,2.0,0.0
4166.63799743,3920.21212121,430.549019608,1,1,0,0,2015,9,16,3,1,370,0.0,1,3.0,2.0,0.0
6160.85622593,6273.5,796.705882353,1,1,0,0,2015,9,16,3,1,670,0.0,0,3.0,2.0,0.0
9773.19005102,9565.08333333,1259.37254902,1,1,0,0,2015,9,16,3,1,3720,2054.0,0,3.0,2.0,0.0
5428.38510911,5217.92424242,536.235294118,1,1,0,0,2015,9,16,3,4,4040,2603.0,1,3.0,2.0,0.0
13313.9394904,14837.2,2330.81666667,1,1,0,0,2015,9,16,1,2,90,0.0,0,989.0,2.0,0.0
13910.6615385,13848.259542,1876.7254902,1,1,0,0,2015,9,16,1,1,190,443.0,0,3.0,2.0,0.0
5049.65300896,4592.14393939,367.745098039,1,1,0,0,2015,9,16,3,4,10600,3730.0,0,3.0,2.0,0.0
7217.95390525,6982.99242424,609.666666667,1,1,0,0,2015,9,16,3,1,1590,0.0,0,3.0,2.0,0.0
5133.63888889,5017.86821705,720.215686275,1,1,0,0,2015,9,16,3,1,2280,0.0,1,3.0,2.0,0.0
6485.64285714,6286.93181818,701.078431373,1,1,0,0,2015,9,16,3,1,8080,0.0,0,3.0,2.0,0.0
5511.53401797,5298.90909091,719.431372549,1,1,0,0,2015,9,16,1,1,190,1477.0,0,3.0,2.0,0.0
11104.1384863,10453.625,879.56,1,1,0,0,2015,9,16,3,4,15770,0.0,0,3.0,2.0,0.0
7199.36585366,6843.81060606,670.215686275,1,1,0,0,2015,9,16,1,4,18650,4186.0,0,3.0,2.0,0.0
8481.10841837,8102.02272727,1103.96078431,1,1,0,0,2015,9,16,3,1,300,1630.0,0,3.0,2.0,0.0
4559.585209,4519.25714286,479.12,1,1,0,0,2015,9,16,1,1,120,0.0,0,3.0,2.0,0.0
6830.50064185,6892.77272727,611.62745098,1,1,0,0,2015,9,16,3,1,8090,0.0,0,3.0,2.0,0.0
4804.19047619,4403.21969697,377.098039216,1,1,0,0,2015,9,16,3,4,9360,808.0,1,3.0,2.0,0.0
8802.97487437,8399.1980198,685.36,1,1,0,0,2015,9,16,1,1,16490,0.0,0,3.0,2.0,0.0
7013.13316261,6347.78787879,510.980392157,1,1,0,0,2015,9,16,1,4,8880,0.0,0,3.0,2.0,0.0
6046.8677792,5649.07575758,498.862745098,1,1,0,0,2015,9,16,1,1,5290,1050.0,0,3.0,2.0,0.0
6692.23214286,6194.90151515,613.392156863,1,1,0,0,2015,9,16,3,4,6360,0.0,1,3.0,2.0,0.0
5645.29860365,5314.96992481,1387.98333333,1,1,0,0,2015,9,16,2,2,900,0.0,0,915.0,2.0,0.0
8390.58151476,7732.03787879,678.843137255,1,1,0,0,2015,9,16,3,4,1500,3638.0,0,3.0,2.0,0.0
9148.81122449,8920.78030303,1089.50980392,1,1,0,0,2015,9,16,3,1,9720,777.0,0,3.0,2.0,0.0
5719.28185328,5375.83333333,415.647058824,1,1,0,0,2015,9,16,3,4,8970,2847.0,0,3.0,2.0,0.0
10306.1116816,9860.11363636,1084.33333333,1,1,0,0,2015,9,16,1,1,2890,4369.0,0,3.0,2.0,0.0
6851.25545571,6384.93939394,592.921568627,1,1,0,0,2015,9,16,3,4,4370,0.0,0,3.0,2.0,0.0
9376.65556978,8939.8030303,1073.45098039,1,1,0,0,2015,9,16,3,3,340,0.0,0,3.0,2.0,0.0
4553.11413748,4513.79545455,623.37254902,1,1,0,0,2015,9,16,3,1,13620,0.0,1,3.0,2.0,0.0
5440.5942029,5279.01904762,553.16,1,1,0,0,2015,9,16,1,3,2410,0.0,0,3.0,2.0,0.0
5254.23852041,4926.08333333,528.098039216,1,1,0,0,2015,9,16,3,4,2640,1111.0,0,3.0,2.0,0.0
9686.26898327,9479.87878788,700.156862745,1,1,0,0,2015,9,16,3,4,1450,3821.0,0,3.0,2.0,0.0
6856.55953905,6155.45454545,570.823529412,1,1,0,0,2015,9,16,3,4,5870,534.0,0,3.0,2.0,0.0
7649.64313222,6963.59090909,621.37254902,1,1,0,0,2015,9,16,1,4,8250,5464.0,0,3.0,2.0,0.0
6889.75672215,6623.49242424,526.862745098,1,1,0,0,2015,9,16,3,4,1970,2269.0,0,3.0,2.0,0.0
8786.20667522,8304.0530303,743.352941176,1,1,0,0,2015,9,16,3,4,4880,1873.0,0,3.0,2.0,0.0
4530.5032175,4238.63636364,301.901960784,1,1,0,0,2015,9,16,3,4,11120,0.0,0,3.0,2.0,0.0
7818.52678571,7399.76515152,940.705882353,1,1,0,0,2015,9,16,3,1,100,1934.0,0,3.0,2.0,0.0
6324.80102696,5853.33333333,895.745098039,1,1,0,0,2015,9,16,3,1,2140,1142.0,0,3.0,2.0,0.0
3902.22066327,3814.52272727,457.137254902,1,1,0,0,2015,9,16,1,4,6630,0.0,0,3.0,2.0,0.0
14456.5802311,14488.3181818,1316.03921569,1,1,0,0,2015,9,16,1,1,2240,869.0,1,3.0,2.0,0.0
17294.7166667,16206.2137405,2178.19607843,1,1,0,0,2015,9,16,3,1,350,0.0,0,3.0,2.0,0.0
7348.5192926,6937.16190476,615.24,1,1,0,0,2015,9,16,1,4,4580,2938.0,0,3.0,2.0,0.0
8029.54172015,7592.88636364,640.921568627,1,1,0,0,2015,9,16,3,4,1460,534.0,0,3.0,2.0,0.0
9362.59007833,9104.58461538,1118.96078431,1,1,0,0,2015,9,16,1,3,210,0.0,1,3.0,2.0,0.0
10257.9204108,9884.77272727,1065.29411765,1,1,0,0,2015,9,16,1,1,2260,0.0,0,3.0,2.0,0.0
10337.4017857,10410.1287879,1240.92156863,1,1,0,0,2015,9,16,3,1,6690,1508.0,0,3.0,2.0,0.0
5719.55598958,5482.28244275,695.352941176,1,1,0,0,2015,9,16,1,1,460,320.0,0,3.0,2.0,0.0
7279.42875481,7302.31818182,700.31372549,1,1,0,0,2015,9,16,1,1,2120,0.0,0,3.0,2.0,0.0
5903.06675225,5506.18939394,577.607843137,1,1,0,0,2015,9,16,3,4,4820,2756.0,0,3.0,2.0,0.0
8353.24583867,7700.17424242,619.078431373,1,1,0,0,2015,9,16,1,4,10850,0.0,0,3.0,2.0,0.0
3989.13478819,3950.59090909,498.862745098,1,1,0,0,2015,9,16,1,1,3620,958.0,0,3.0,2.0,0.0
5574.88318357,5432.41666667,716.019607843,1,1,0,0,2015,9,16,3,1,130,0.0,0,3.0,2.0,0.0
5496.52295918,5216.12121212,589.450980392,1,1,0,0,2015,9,16,3,3,1540,0.0,0,3.0,2.0,0.0
5558.8488746,5341.58095238,539.04,1,1,0,0,2015,9,16,1,1,5360,1111.0,0,3.0,2.0,0.0
7468.5237484,7569.46969697,709.078431373,1,1,0,0,2015,9,16,1,1,4970,78.0,0,3.0,2.0,0.0
4785.22397892,5146.23255814,535.666666667,1,1,0,0,2015,9,16,3,1,1420,0.0,1,3.0,2.0,0.0
4520.69961489,4378.46969697,480.411764706,1,1,0,0,2015,9,16,1,1,1080,2725.0,0,3.0,2.0,0.0
6111.05905006,5677.79545455,449.784313725,1,1,0,0,2015,9,16,3,4,8240,5313.0,0,3.0,2.0,0.0
3886.74437299,3576.47619048,278.04,1,1,0,0,2015,9,16,1,1,5890,4369.0,0,3.0,2.0,0.0
4727.77477477,4573.68939394,438.31372549,1,1,0,0,2015,9,16,1,3,1560,0.0,0,3.0,2.0,0.0
5527.35851472,5156.93181818,547.960784314,1,1,0,0,2015,9,16,3,4,840,0.0,0,3.0,2.0,0.0
6443.87804878,6710.72727273,756.235294118,1,1,0,0,2015,9,16,1,3,40,1416.0,1,3.0,2.0,0.0
9133.36491677,8470.35606061,677.62745098,1,1,0,0,2015,9,16,3,4,8460,0.0,0,3.0,2.0,0.0
9102.1221865,8079.26666667,608.6,1,1,0,0,2015,9,16,3,4,4460,0.0,0,3.0,2.0,0.0
7058.2170418,7089.79047619,826.36,1,1,0,0,2015,9,16,3,1,760,381.0,0,3.0,2.0,0.0
6427.97695262,5747.6969697,462.352941176,1,1,0,0,2015,9,16,3,4,6210,0.0,0,3.0,2.0,0.0
6234.83461538,5890.97727273,491.294117647,1,1,0,0,2015,9,16,3,4,6910,3821.0,0,3.0,2.0,0.0
11012.0063776,10520.7424242,1376.33333333,1,1,0,0,2015,9,16,3,1,4650,473.0,0,3.0,2.0,0.0
7633.28112965,7612.87121212,811.215686275,1,1,0,0,2015,9,16,3,1,840,0.0,0,3.0,2.0,0.0
5275.85180412,5253.73484848,527.411764706,1,1,0,0,2015,9,16,1,1,1060,2330.0,0,3.0,2.0,0.0
4540.34083601,4278.42857143,390.28,1,1,0,0,2015,9,16,3,4,250,0.0,0,3.0,2.0,0.0
9588.25127551,8425.64393939,918.549019608,1,1,0,0,2015,9,16,3,3,3530,1203.0,1,3.0,2.0,0.0
4559.05994898,4433.09090909,457.137254902,1,1,0,0,2015,9,16,3,1,2880,0.0,0,3.0,2.0,0.0
6925.75609756,6630.49242424,753.607843137,1,1,0,0,2015,9,16,3,4,1250,0.0,0,3.0,2.0,0.0
3237.65979381,3196.56818182,428.137254902,1,1,0,0,2015,9,16,3,4,1460,0.0,0,3.0,2.0,0.0
5068.39666239,5312.93181818,620.196078431,1,1,0,0,2015,9,16,1,1,250,0.0,0,3.0,2.0,0.0
7643.24398074,7255.16190476,723.88,1,1,0,0,2015,9,16,3,1,70,3730.0,0,3.0,2.0,0.0
6287.50482315,5944.23809524,506.32,1,1,0,0,2015,9,16,1,4,2960,290.0,1,3.0,2.0,0.0
5321.14469453,4993.91428571,429.88,1,1,0,0,2015,9,16,3,4,16350,3730.0,0,3.0,2.0,0.0
8632.47106109,8185.28571429,692.32,1,1,0,0,2015,9,16,3,4,12870,2542.0,0,3.0,2.0,0.0
9524.92682927,8866.34090909,966.098039216,1,1,0,0,2015,9,16,3,4,4520,0.0,0,3.0,2.0,0.0
10982.8711735,11478.1515152,1516.78431373,1,1,0,0,2015,9,16,1,1,810,869.0,0,3.0,2.0,0.0
5360.86542923,5630.79545455,595.683333333,1,1,0,0,2015,9,16,3,1,30030,1781.0,0,138.0,2.0,0.0
9904.82315113,8888.94285714,695.72,1,1,0,0,2015,9,16,1,1,13020,4430.0,0,3.0,2.0,0.0
3277.69191271,3392.87878788,370.568627451,1,1,0,0,2015,9,16,1,1,910,0.0,0,3.0,2.0,0.0
5156.07850708,5249.70454545,553.725490196,1,1,0,0,2015,9,16,1,4,3900,3821.0,0,3.0,2.0,0.0
6328.35173299,5867.28030303,674.529411765,1,1,0,0,2015,9,16,1,4,2530,0.0,0,3.0,2.0,0.0
4379.13384813,3980.29545455,419.588235294,1,1,0,0,2015,9,16,1,3,500,0.0,0,3.0,2.0,0.0
8600.1507732,7730.08333333,1316.78431373,1,1,0,0,2015,9,16,1,1,240,0.0,0,3.0,2.0,0.0
4932.16559692,5034.3030303,616.62745098,1,1,0,0,2015,9,16,1,1,340,5464.0,0,3.0,2.0,0.0
5307.62244898,5070.37121212,583.294117647,1,1,0,0,2015,9,16,3,1,1510,746.0,0,3.0,2.0,0.0
8484.06546855,8529.72727273,723.0,1,1,0,0,2015,9,16,3,1,3970,2207.0,0,3.0,2.0,0.0
11253.7464789,11332.5151515,1513.98039216,1,1,0,0,2015,9,16,3,1,120,290.0,0,3.0,2.0,0.0
8790.51351351,7958.46969697,1060.35294118,1,1,0,0,2015,9,16,1,3,5780,7625.0,1,3.0,2.0,0.0
5439.32394366,5164.45454545,451.980392157,1,1,0,0,2015,9,16,1,1,2460,2360.0,0,3.0,2.0,0.0
5149.84183673,5019.82575758,446.333333333,1,1,0,0,2015,9,16,3,1,1850,777.0,0,3.0,2.0,0.0
7775.4464487,8684.04545455,940.616666667,1,1,0,0,2015,9,16,3,1,75860,0.0,0,138.0,2.0,0.0
7371.39124839,7226.51515152,460.039215686,1,1,0,0,2015,9,16,3,4,7660,1842.0,0,3.0,2.0,0.0
6190.56097561,5974.12878788,903.764705882,1,1,0,0,2015,9,16,3,1,140,0.0,0,3.0,2.0,0.0
